OutcomeId,StreakCount,MaxStreak,Ratio,IsCorrect
2,1,18,0.056,0
3,0,5,0,1
4,8,16,0.5,0
5,0,14,0,0
1,0,10,0,1
2,3,14,0.214,0
3,2,18,0.111,0
4,3,15,0.2,0
5,1,14,0.071,0
1,0,7,0,0
2,1,18,0.056,0
3,8,17,0.471,1
4,0,15,0,1
5,10,18,0.556,0
1,0,7,0,1
2,4,27,0.148,0
3,1,16,0.062,0
4,6,11,0.545,1
5,4,17,0.235,0
1,5,17,0.294,0
2,1,18,0.056,0
3,0,11,0,1
4,1,13,0.077,0
5,7,30,0.233,1
1,3,13,0.231,1
2,1,16,0.062,0
3,0,7,0,0
4,0,13,0,0
5,3,19,0.158,1
1,0,14,0,0
2,2,16,0.125,0
3,4,17,0.235,1
4,0,17,0,0
5,1,16,0.062,0
1,0,14,0,1
2,4,23,0.174,0
3,2,8,0.25,0
4,0,16,0,0
5,1,21,0.048,0
1,0,13,0,1
2,3,16,0.188,0
3,1,11,0.091,0
4,1,23,0.043,0
5,2,20,0.1,0
1,0,6,0,0
2,2,20,0.1,0
3,1,44,0.023,1
4,0,13,0,0
5,1,36,0.028,0
1,4,6,0.667,1
2,0,23,0,0
3,2,25,0.08,0
4,0,14,0,1
5,15,17,0.882,0
1,9,20,0.45,0
2,2,27,0.074,0
3,0,7,0,1
4,0,18,0,1
5,7,14,0.5,0
1,0,4,0,1
2,1,21,0.048,0
3,24,36,0.667,0
4,0,9,0,1
5,5,19,0.263,0
1,5,15,0.333,0
2,3,14,0.214,0
3,0,8,0,1
4,3,9,0.333,1
5,2,12,0.167,0
1,0,11,0,0
2,3,15,0.2,0
3,6,12,0.5,1
4,1,30,0.033,0
5,0,13,0,1
1,0,12,0,1
2,3,19,0.158,0
3,7,24,0.292,0
4,2,12,0.167,0
5,1,28,0.036,1
1,0,7,0,0
2,1,10,0.1,1
3,2,16,0.125,0
4,3,25,0.12,1
5,1,14,0.071,0
1,4,11,0.364,0
2,0,14,0,1
3,1,14,0.071,0
4,0,14,0,1
5,7,15,0.467,0
1,1,11,0.091,1
2,2,12,0.167,0
3,0,12,0,0
4,2,13,0.154,1
5,3,17,0.176,0
1,8,8,1,0
2,1,5,0.2,0
3,0,6,0,1
4,0,7,0,1
5,2,6,0.333,0
1,0,7,0,0
2,2,32,0.062,1
3,1,30,0.033,0
4,1,6,0.167,1
5,27,27,1,0
1,0,11,0,0
2,4,11,0.364,1
3,1,4,0.25,0
4,0,8,0,1
5,22,22,1,0
1,0,4,0,1
2,3,31,0.097,0
3,17,30,0.567,0
4,0,10,0,1
5,3,26,0.115,0
1,4,11,0.364,0
2,0,10,0,0
3,1,9,0.111,1
4,7,19,0.368,1
5,2,25,0.08,0
1,1,7,0.143,1
2,2,20,0.1,0
3,0,20,0,0
4,0,23,0,0
5,1,25,0.04,0
1,4,14,0.286,0
2,2,19,0.105,0
3,0,9,0,1
4,11,15,0.733,0
5,0,14,0,0
1,0,11,0,0
2,2,8,0.25,0
3,1,7,0.143,1
4,1,15,0.067,1
5,23,26,0.885,0
1,0,4,0,1
2,6,18,0.333,0
3,3,42,0.071,0
4,0,8,0,1
5,4,27,0.148,0
1,0,4,0,1
2,2,14,0.143,0
3,16,26,0.615,0
4,1,9,0.111,1
5,0,19,0,0
1,3,10,0.3,0
2,1,16,0.062,0
3,0,11,0,1
4,11,11,1,1
5,5,16,0.312,0
1,1,15,0.067,0
2,11,12,0.917,1
3,0,13,0,0
4,2,21,0.095,0
5,1,16,0.062,0
1,0,9,0,0
2,1,18,0.056,1
3,4,11,0.364,0
4,4,18,0.222,0
5,11,16,0.688,0
1,0,14,0,0
2,9,13,0.692,0
3,1,17,0.059,1
4,0,11,0,1
5,8,32,0.25,0
1,8,9,0.889,1
2,1,18,0.056,0
3,0,5,0,0
4,3,9,0.333,1
5,0,15,0,0
1,12,14,0.857,1
2,0,8,0,0
3,4,5,0.8,0
4,1,10,0.1,0
5,0,12,0,0
1,15,15,1,0
2,2,8,0.25,0
3,0,10,0,1
4,1,10,0.1,0
5,4,17,0.235,0
1,0,5,0,1
2,5,26,0.192,0
3,26,28,0.929,0
4,0,9,0,0
5,1,44,0.023,1
1,2,8,0.25,0
2,0,12,0,0
3,5,15,0.333,1
4,1,19,0.053,0
5,2,20,0.1,1
1,2,9,0.222,0
2,3,18,0.167,1
3,0,10,0,0
4,0,13,0,1
5,14,19,0.737,0
1,1,6,0.167,0
2,3,20,0.15,1
3,0,44,0,0
4,1,13,0.077,1
5,2,36,0.056,0
1,1,12,0.083,0
2,4,23,0.174,1
3,0,7,0,0
4,0,13,0,0
5,2,22,0.091,0
1,0,14,0,0
2,5,23,0.217,1
3,3,8,0.375,0
4,1,16,0.062,0
5,2,21,0.095,0
1,0,6,0,0
2,1,23,0.043,1
3,3,25,0.12,0
4,0,14,0,0
5,16,17,0.941,0
1,0,12,0,0
2,1,17,0.059,1
3,2,8,0.25,0
4,0,20,0,0
5,2,16,0.125,0
1,1,14,0.071,1
2,3,16,0.188,0
3,0,17,0,0
4,1,17,0.059,1
5,2,16,0.125,0
1,10,20,0.5,0
2,3,27,0.111,0
3,0,7,0,1
4,0,18,0,1
5,8,14,0.571,0
1,6,17,0.353,1
2,2,18,0.111,0
3,0,11,0,0
4,2,13,0.154,0
5,0,30,0,0
1,2,10,0.2,0
2,5,8,0.625,0
3,0,3,0,1
4,0,7,0,0
5,17,17,1,0
1,0,13,0,1
2,4,16,0.25,0
3,2,11,0.182,0
4,2,23,0.087,0
5,3,20,0.15,1
1,0,9,0,0
2,2,19,0.105,0
3,5,12,0.417,1
4,0,8,0,0
5,3,11,0.273,1
1,0,19,0,0
2,2,16,0.125,1
3,3,10,0.3,0
4,0,23,0,1
5,13,13,1,0
1,1,7,0.143,0
2,2,18,0.111,1
3,0,17,0,0
4,0,15,0,1
5,11,18,0.611,0
1,0,4,0,0
2,2,21,0.095,1
3,25,36,0.694,0
4,0,9,0,1
5,6,19,0.316,0
1,5,6,0.833,0
2,2,7,0.286,1
3,0,5,0,0
4,11,12,0.917,1
5,0,4,0,0
1,1,8,0.125,0
2,0,27,0,0
3,2,31,0.065,1
4,4,7,0.571,1
5,2,35,0.057,0
1,0,4,0,1
2,3,20,0.15,0
3,7,15,0.467,0
4,2,10,0.2,1
5,3,22,0.136,0
1,0,4,0,1
2,6,25,0.24,0
3,2,53,0.038,0
4,0,9,0,0
5,12,26,0.462,0
1,0,11,0,0
2,2,13,0.154,0
3,1,11,0.091,1
4,0,20,0,0
5,3,54,0.056,0
1,0,11,0,1
2,7,15,0.467,0
3,1,11,0.091,0
4,2,12,0.167,0
5,0,31,0,0
1,1,12,0.083,0
2,0,16,0,0
3,2,10,0.2,1
4,2,13,0.154,0
5,1,24,0.042,0
1,0,14,0,1
2,2,17,0.118,0
3,1,12,0.083,0
4,1,11,0.091,0
5,8,31,0.258,0
1,1,10,0.1,0
2,3,22,0.136,0
3,0,8,0,1
4,0,9,0,0
5,5,19,0.263,0
1,1,6,0.167,0
2,0,19,0,1
3,30,30,1,0
4,1,14,0.071,1
5,2,20,0.1,0
1,1,10,0.1,0
2,3,15,0.2,1
3,0,11,0,0
4,3,13,0.231,1
5,2,26,0.077,0
1,0,10,0,0
2,3,11,0.273,1
3,2,6,0.333,0
4,7,17,0.412,0
5,1,13,0.077,0
1,4,6,0.667,0
2,1,9,0.111,1
3,0,8,0,0
4,2,10,0.2,0
5,1,7,0.143,0
1,2,5,0.4,0
2,0,38,0,1
3,3,31,0.097,0
4,0,19,0,0
5,1,46,0.022,1
1,2,6,0.333,0
2,1,14,0.071,1
3,0,27,0,0
4,1,14,0.071,0
5,5,40,0.125,1
1,0,24,0,0
2,1,22,0.045,0
3,2,9,0.222,1
4,1,15,0.067,0
5,0,15,0,1
1,0,7,0,1
2,12,21,0.571,0
3,2,21,0.095,0
4,1,12,0.083,0
5,0,25,0,1
1,8,21,0.381,0
2,5,17,0.294,0
3,0,4,0,1
4,0,28,0,0
5,2,10,0.2,0
1,0,10,0,1
2,9,16,0.562,0
3,1,15,0.067,0
4,0,12,0,0
5,3,14,0.214,0
1,3,15,0.2,1
2,0,14,0,0
3,2,8,0.25,0
4,5,30,0.167,1
5,1,12,0.083,0
1,3,31,0.097,0
2,1,12,0.083,0
3,0,5,0,1
4,1,8,0.125,1
5,3,14,0.214,0
1,0,12,0,0
2,2,13,0.154,0
3,1,13,0.077,1
4,0,18,0,0
5,2,19,0.105,0
1,0,11,0,1
2,6,19,0.316,0
3,1,7,0.143,0
4,9,14,0.643,0
5,2,15,0.133,0
1,1,4,0.25,1
2,6,20,0.3,0
3,0,26,0,0
4,1,24,0.042,1
5,8,12,0.667,0
1,3,13,0.231,0
2,0,18,0,0
3,2,10,0.2,1
4,6,17,0.353,1
5,5,14,0.357,0
1,0,13,0,1
2,2,16,0.125,0
3,1,7,0.143,0
4,1,13,0.077,0
5,0,19,0,0
1,5,11,0.455,0
2,1,10,0.1,0
3,0,9,0,1
4,0,19,0,0
5,3,25,0.12,0
1,1,5,0.2,0
2,2,32,0.062,0
3,0,14,0,1
4,0,13,0,1
5,24,24,1,0
1,0,7,0,1
2,5,27,0.185,0
3,2,16,0.125,0
4,0,11,0,1
5,5,17,0.294,0
1,0,4,0,1
2,4,31,0.129,0
3,18,30,0.6,0
4,0,10,0,0
5,4,26,0.154,0
1,3,11,0.273,0
2,1,7,0.143,0
3,0,5,0,1
4,1,9,0.111,0
5,6,15,0.4,0
1,1,11,0.091,1
2,4,15,0.267,0
3,0,12,0,0
4,2,30,0.067,0
5,0,13,0,0
1,0,18,0,0
2,9,13,0.692,0
3,2,8,0.25,1
4,2,11,0.182,0
5,0,18,0,0
1,4,12,0.333,0
2,2,15,0.133,0
3,0,19,0,1
4,1,15,0.067,1
5,2,14,0.143,0
1,4,7,0.571,1
2,1,10,0.1,0
3,0,7,0,0
4,6,14,0.429,1
5,0,9,0,0
1,1,19,0.053,1
2,0,14,0,0
3,4,7,0.571,0
4,0,15,0,0
5,2,18,0.111,0
1,6,15,0.4,0
2,4,14,0.286,0
3,0,8,0,1
4,0,9,0,0
5,3,12,0.25,0
1,1,7,0.143,1
2,0,10,0,0
3,3,16,0.188,0
4,0,25,0,1
5,2,14,0.143,0
1,1,11,0.091,0
2,2,20,0.1,0
3,0,11,0,1
4,1,15,0.067,1
5,0,18,0,0
1,0,10,0,0
2,5,17,0.294,0
3,1,11,0.091,1
4,5,19,0.263,1
5,2,17,0.118,0
1,2,15,0.133,1
2,4,16,0.25,0
3,0,13,0,0
4,1,9,0.111,1
5,3,16,0.188,0
1,1,11,0.091,1
2,3,21,0.143,0
3,0,16,0,0
4,0,10,0,1
5,8,16,0.5,0
1,0,12,0,0
2,4,19,0.211,0
3,8,24,0.333,1
4,3,12,0.25,1
5,0,28,0,0
1,0,9,0,0
2,2,13,0.154,0
3,1,17,0.059,1
4,4,11,0.364,0
5,0,13,0,0
1,5,11,0.455,1
2,0,14,0,0
3,2,14,0.143,0
4,0,14,0,0
5,8,15,0.533,0
1,2,9,0.222,0
2,4,16,0.25,1
3,0,13,0,0
4,0,11,0,0
5,9,27,0.333,1
1,4,10,0.4,0
2,3,15,0.2,1
3,0,14,0,0
4,0,15,0,0
5,2,21,0.095,1
1,2,18,0.111,0
2,3,13,0.231,1
3,0,12,0,0
4,4,9,0.444,0
5,8,23,0.348,0
1,1,14,0.071,0
2,0,23,0,1
3,5,10,0.5,0
4,1,19,0.053,0
5,3,21,0.143,0
1,0,22,0,0
2,3,16,0.188,0
3,1,6,0.167,1
4,2,7,0.286,0
5,1,10,0.1,1
1,2,6,0.333,1
2,1,8,0.125,0
3,0,8,0,0
4,2,6,0.333,0
5,5,5,1,1
1,0,8,0,1
2,1,25,0.04,0
3,27,27,1,0
4,1,12,0.083,0
5,5,23,0.217,0
1,3,10,0.3,0
2,0,13,0,0
3,2,12,0.167,1
4,2,23,0.087,0
5,0,21,0,0
1,0,14,0,0
2,1,14,0.071,1
3,5,10,0.5,0
4,0,16,0,0
5,1,15,0.067,0
1,5,14,0.357,0
2,3,19,0.158,1
3,0,9,0,0
4,12,15,0.8,0
5,1,14,0.071,0
1,0,14,0,1
2,1,14,0.071,0
3,2,17,0.118,0
4,1,18,0.056,0
5,14,17,0.824,0
1,0,16,0,0
2,8,17,0.471,0
3,1,8,0.125,1
4,2,22,0.091,0
5,0,15,0,0
1,2,8,0.25,0
2,1,25,0.04,1
3,0,26,0,0
4,1,15,0.067,1
5,0,26,0,0
1,0,7,0,0
2,3,20,0.15,1
3,1,20,0.05,0
4,1,23,0.043,1
5,2,25,0.08,0
1,5,9,0.556,0
2,1,12,0.083,0
3,0,11,0,1
4,1,11,0.091,1
5,4,26,0.154,0
1,0,18,0,1
2,1,22,0.045,0
3,2,8,0.25,0
4,4,19,0.211,1
5,2,17,0.118,0
1,0,6,0,1
2,6,17,0.353,0
3,1,14,0.071,0
4,0,10,0,0
5,9,15,0.6,0
1,1,10,0.1,0
2,0,9,0,0
3,4,8,0.5,1
4,0,8,0,0
5,4,21,0.19,0
1,1,9,0.111,1
2,0,18,0,0
3,2,6,0.333,0
4,0,13,0,1
5,8,15,0.533,0
1,1,7,0.143,0
2,6,14,0.429,0
3,0,4,0,1
4,2,7,0.286,1
5,3,20,0.15,0
1,0,7,0,0
2,5,16,0.312,1
3,3,15,0.2,0
4,1,11,0.091,1
5,4,18,0.222,0
1,5,11,0.455,0
2,2,26,0.077,1
3,0,6,0,0
4,0,13,0,1
5,2,14,0.143,0
1,0,9,0,1
2,4,12,0.333,0
3,1,10,0.1,0
4,0,12,0,0
5,16,16,1,1
1,1,12,0.083,0
2,2,11,0.182,0
3,0,3,0,1
4,0,4,0,0
5,2,23,0.087,1
1,4,15,0.267,0
2,2,19,0.105,0
3,0,6,0,1
4,3,8,0.375,1
5,0,16,0,0
1,7,7,1,1
2,4,13,0.308,0
3,0,8,0,0
4,0,9,0,1
5,11,19,0.579,0
1,3,11,0.273,0
2,2,18,0.111,1
3,0,5,0,0
4,9,16,0.562,0
5,1,14,0.071,0
1,2,23,0.087,0
2,5,7,0.714,1
3,0,5,0,0
4,0,12,0,0
5,1,9,0.111,0
1,2,21,0.095,0
2,6,16,0.375,0
3,0,6,0,1
4,3,27,0.111,0
5,1,18,0.056,0
1,1,16,0.062,1
2,0,15,0,0
3,2,7,0.286,0
4,5,17,0.294,0
5,2,15,0.133,0
1,0,13,0,0
2,1,31,0.032,0
3,4,8,0.5,1
4,17,17,1,0
5,1,21,0.048,0
1,0,10,0,1
2,1,14,0.071,0
3,2,14,0.143,0
4,4,16,0.25,0
5,3,18,0.167,0
1,0,10,0,0
2,4,14,0.286,1
3,3,18,0.167,0
4,4,15,0.267,0
5,2,14,0.143,0
1,0,14,0,0
2,7,16,0.438,1
3,2,13,0.154,0
4,2,16,0.125,0
5,7,13,0.538,0
1,2,16,0.125,0
2,0,23,0,0
3,4,13,0.308,1
4,0,20,0,0
5,4,17,0.235,0
1,2,26,0.077,1
2,1,17,0.059,0
3,0,9,0,0
4,5,23,0.217,0
5,0,17,0,0
1,1,12,0.083,0
2,3,14,0.214,0
3,0,13,0,1
4,6,19,0.316,1
5,1,18,0.056,0
1,1,4,0.25,1
2,5,25,0.2,0
3,0,43,0,0
4,0,15,0,1
5,1,48,0.021,0
1,2,5,0.4,0
2,3,32,0.094,0
3,0,14,0,1
4,0,13,0,0
5,25,25,1,0
1,2,7,0.286,1
2,0,18,0,0
3,1,17,0.059,0
4,0,15,0,0
5,12,18,0.667,0
1,0,13,0,0
2,5,16,0.312,1
3,3,11,0.273,0
4,3,23,0.13,0
5,0,20,0,0
1,3,10,0.3,0
2,6,8,0.75,1
3,0,3,0,0
4,1,7,0.143,0
5,18,18,1,0
1,0,19,0,0
2,1,14,0.071,0
3,5,7,0.714,1
4,1,15,0.067,0
5,3,18,0.167,0
1,1,9,0.111,1
2,0,18,0,0
3,5,11,0.455,0
4,5,18,0.278,0
5,12,16,0.75,0
1,1,9,0.111,1
2,3,13,0.231,0
3,0,17,0,0
4,5,11,0.455,0
5,1,13,0.077,0
1,7,15,0.467,0
2,5,14,0.357,0
3,0,8,0,1
4,1,9,0.111,0
5,4,12,0.333,0
1,1,14,0.071,0
2,10,13,0.769,1
3,0,17,0,0
4,0,11,0,0
5,9,32,0.281,0
1,0,4,0,0
2,4,20,0.2,1
3,8,15,0.533,0
4,0,10,0,0
5,4,22,0.182,0
1,1,14,0.071,0
2,0,14,0,1
3,6,10,0.6,0
4,1,16,0.062,0
5,2,15,0.133,1
1,4,10,0.4,0
2,1,13,0.077,1
3,0,12,0,0
4,3,23,0.13,0
5,1,21,0.048,1
1,5,15,0.333,0
2,3,19,0.158,1
3,0,6,0,0
4,0,8,0,0
5,1,16,0.062,1
1,4,10,0.4,0
2,2,16,0.125,1
3,0,11,0,0
4,0,11,0,0
5,6,16,0.375,1
1,1,11,0.091,0
2,3,8,0.375,1
3,0,7,0,0
4,0,15,0,0
5,24,26,0.923,0
1,9,9,1,0
2,2,5,0.4,1
3,0,6,0,0
4,0,7,0,0
5,3,6,0.5,0
1,0,15,0,0
2,1,14,0.071,0
3,3,8,0.375,1
4,0,30,0,0
5,2,12,0.167,0
1,4,13,0.308,1
2,1,18,0.056,0
3,0,10,0,0
4,0,17,0,0
5,6,14,0.429,0
1,0,7,0,1
2,6,27,0.222,0
3,3,16,0.188,0
4,0,11,0,0
5,6,17,0.353,0
1,0,13,0,0
2,3,16,0.188,0
3,2,7,0.286,1
4,2,13,0.154,0
5,1,19,0.053,0
1,2,12,0.167,0
2,0,23,0,1
3,1,7,0.143,0
4,1,13,0.077,0
5,3,22,0.136,1
1,1,9,0.111,0
2,3,19,0.158,1
3,0,12,0,0
4,1,8,0.125,0
5,0,11,0,1
1,0,14,0,1
2,4,16,0.25,0
3,1,17,0.059,0
4,0,17,0,1
5,3,16,0.188,0
1,1,12,0.083,0
2,0,17,0,0
3,3,8,0.375,1
4,1,20,0.05,1
5,3,16,0.188,0
1,11,20,0.55,0
2,4,27,0.148,0
3,0,7,0,1
4,0,18,0,1
5,9,14,0.643,0
1,4,11,0.364,1
2,2,7,0.286,0
3,0,5,0,0
4,2,9,0.222,1
5,7,15,0.467,0
1,0,17,0,0
2,3,18,0.167,0
3,1,11,0.091,1
4,3,13,0.231,1
5,1,30,0.033,0
1,0,4,0,1
2,5,31,0.161,0
3,19,30,0.633,0
4,1,10,0.1,1
5,5,26,0.192,0
1,2,11,0.182,0
2,3,20,0.15,0
3,0,11,0,1
4,0,15,0,1
5,1,18,0.056,0
1,6,6,1,1
2,0,7,0,0
3,1,5,0.2,0
4,0,12,0,1
5,1,4,0.25,0
1,1,12,0.083,1
2,5,19,0.263,0
3,0,24,0,0
4,0,12,0,1
5,1,28,0.036,0
1,0,7,0,0
2,2,10,0.2,0
3,1,7,0.143,1
4,0,14,0,1
5,1,9,0.111,0
1,1,18,0.056,0
2,10,13,0.769,0
3,0,8,0,1
4,3,11,0.273,1
5,1,18,0.056,0
1,1,10,0.1,1
2,6,17,0.353,0
3,0,11,0,0
4,0,19,0,1
5,3,17,0.176,0
1,2,15,0.133,0
2,0,12,0,1
3,1,13,0.077,0
4,3,21,0.143,0
5,2,16,0.125,1
1,0,15,0,0
2,5,16,0.312,1
3,1,13,0.077,0
4,0,9,0,0
5,4,16,0.25,1
1,0,4,0,0
2,7,25,0.28,0
3,3,53,0.057,1
4,1,9,0.111,1
5,13,26,0.5,0
1,2,10,0.2,1
2,0,15,0,0
3,1,11,0.091,0
4,0,13,0,1
5,3,26,0.115,0
1,3,9,0.333,0
2,0,16,0,1
3,1,13,0.077,0
4,1,11,0.091,1
5,0,27,0,0
1,0,14,0,0
2,3,17,0.176,1
3,2,12,0.167,0
4,2,11,0.182,1
5,9,31,0.29,0
1,2,8,0.25,1
2,1,27,0.037,0
3,0,31,0,0
4,0,7,0,1
5,3,35,0.086,0
1,2,10,0.2,0
2,4,22,0.182,0
3,0,8,0,1
4,1,9,0.111,1
5,6,19,0.316,0
1,0,11,0,1
2,8,15,0.533,0
3,2,11,0.182,0
4,3,12,0.25,0
5,1,31,0.032,0
1,1,22,0.045,0
2,4,16,0.25,0
3,0,6,0,1
4,3,7,0.429,0
5,0,10,0,0
1,3,18,0.167,0
2,0,13,0,1
3,1,12,0.083,0
4,5,9,0.556,0
5,9,23,0.391,1
1,2,12,0.167,0
2,1,16,0.062,1
3,0,10,0,0
4,3,13,0.231,0
5,2,24,0.083,1
1,0,7,0,0
2,13,21,0.619,1
3,3,21,0.143,0
4,2,12,0.167,1
5,0,25,0,0
1,5,6,0.833,0
2,0,9,0,1
3,1,8,0.125,0
4,3,10,0.3,1
5,2,7,0.286,0
1,0,8,0,0
2,2,25,0.08,0
3,28,28,1,1
4,2,12,0.167,0
5,6,23,0.261,1
1,6,9,0.667,1
2,2,12,0.167,0
3,0,11,0,0
4,0,11,0,0
5,5,26,0.192,1
1,3,8,0.375,1
2,1,12,0.083,0
3,0,15,0,0
4,2,19,0.105,0
5,0,20,0,0
1,9,21,0.429,0
2,6,17,0.353,0
3,0,4,0,1
4,1,28,0.036,0
5,3,10,0.3,0
1,0,5,0,1
2,6,26,0.231,0
3,27,28,0.964,0
4,1,9,0.111,0
5,0,44,0,0
1,3,23,0.13,0
2,0,7,0,0
3,1,5,0.2,1
4,1,12,0.083,0
5,2,9,0.222,0
1,0,4,0,0
2,6,25,0.24,0
3,1,43,0.023,1
4,0,15,0,1
5,2,48,0.042,0
1,0,10,0,1
2,10,16,0.625,0
3,2,15,0.133,0
4,1,12,0.083,1
5,4,14,0.286,0
1,4,11,0.364,0
2,0,18,0,0
3,1,5,0.2,1
4,10,16,0.625,0
5,2,14,0.143,1
1,0,4,0,1
2,7,20,0.35,0
3,1,26,0.038,0
4,0,24,0,0
5,9,12,0.75,1
1,1,19,0.053,0
2,0,16,0,0
3,4,10,0.4,1
4,0,23,0,0
5,14,14,1,1
1,6,11,0.545,1
2,2,10,0.2,0
3,0,9,0,0
4,1,19,0.053,0
5,4,25,0.16,1
1,3,9,0.333,0
2,0,18,0,0
3,1,10,0.1,1
4,0,13,0,1
5,15,19,0.789,0
1,0,7,0,1
2,1,18,0.056,0
3,2,17,0.118,0
4,1,15,0.067,1
5,13,18,0.722,0
1,3,5,0.6,0
2,4,32,0.125,0
3,0,14,0,1
4,1,13,0.077,1
5,26,26,1,0
1,2,6,0.333,1
2,0,20,0,0
3,1,44,0.023,0
4,0,13,0,1
5,3,36,0.083,0
1,5,10,0.5,0
2,0,15,0,0
3,1,14,0.071,1
4,1,15,0.067,1
5,0,21,0,0
1,0,9,0,1
2,2,18,0.111,0
3,1,5,0.2,0
4,0,9,0,1
5,1,15,0.067,0
1,1,11,0.091,0
2,3,13,0.231,0
3,0,11,0,1
4,1,20,0.05,1
5,4,54,0.074,0
1,2,6,0.333,1
2,0,19,0,0
3,31,31,1,0
4,0,14,0,1
5,3,20,0.15,0
1,2,14,0.143,0
2,0,23,0,1
3,6,10,0.6,0
4,2,19,0.105,0
5,4,21,0.19,0
1,0,6,0,0
2,2,8,0.25,1
3,1,8,0.125,0
4,3,6,0.5,0
5,0,5,0,0
1,3,16,0.188,0
2,1,23,0.043,1
3,0,13,0,0
4,1,20,0.05,0
5,5,17,0.294,0
1,1,10,0.1,0
2,0,11,0,1
3,3,6,0.5,0
4,8,17,0.471,0
5,2,13,0.154,0
1,1,16,0.062,0
2,9,17,0.529,1
3,0,8,0,0
4,3,22,0.136,0
5,1,15,0.067,1
1,0,14,0,0
2,1,8,0.125,1
3,5,5,1,0
4,2,10,0.2,0
5,1,12,0.083,1
1,1,24,0.042,1
2,2,22,0.091,0
3,0,9,0,0
4,2,15,0.133,0
5,0,15,0,0
1,0,18,0,0
2,2,22,0.091,0
3,3,8,0.375,1
4,0,19,0,0
5,3,17,0.176,0
1,3,6,0.5,0
2,0,14,0,1
3,1,27,0.037,0
4,2,14,0.143,1
5,0,40,0,0
1,0,26,0,0
2,2,17,0.118,1
3,1,9,0.111,0
4,6,23,0.261,1
5,1,17,0.059,0
1,3,5,0.6,0
2,0,38,0,1
3,4,31,0.129,0
4,1,19,0.053,0
5,0,46,0,0
1,1,7,0.143,0
2,0,20,0,1
3,2,20,0.1,0
4,0,23,0,0
5,3,25,0.12,0
1,2,7,0.286,0
2,7,14,0.5,0
3,0,4,0,1
4,0,7,0,1
5,4,20,0.2,0
1,6,11,0.545,1
2,0,26,0,0
3,1,6,0.167,0
4,0,13,0,1
5,3,14,0.214,0
1,0,4,0,1
2,7,18,0.389,0
3,4,42,0.095,0
4,0,8,0,1
5,5,27,0.185,0
1,0,9,0,0
2,5,12,0.417,0
3,2,10,0.2,1
4,1,12,0.083,1
5,0,16,0,0
1,1,7,0.143,1
2,0,32,0,0
3,2,30,0.067,0
4,0,6,0,1
5,28,28,1,0
1,2,12,0.167,0
2,3,11,0.273,0
3,0,3,0,1
4,1,4,0.25,1
5,0,23,0,0
1,1,7,0.143,1
2,0,16,0,0
3,4,15,0.267,0
4,0,11,0,0
5,5,18,0.278,1
1,0,7,0,0
2,5,13,0.385,0
3,1,8,0.125,1
4,0,9,0,0
5,12,19,0.632,1
1,0,6,0,1
2,7,17,0.412,0
3,2,14,0.143,0
4,1,10,0.1,0
5,10,15,0.667,0
1,0,11,0,0
2,3,12,0.25,0
3,1,12,0.083,1
4,0,13,0,0
5,4,17,0.235,0
1,0,9,0,0
2,1,18,0.056,0
3,3,6,0.5,1
4,0,13,0,1
5,9,15,0.6,0
1,0,4,0,1
2,3,14,0.214,0
3,17,26,0.654,0
4,0,9,0,1
5,1,19,0.053,0
1,1,14,0.071,1
2,0,16,0,0
3,3,13,0.231,0
4,3,16,0.188,0
5,8,13,0.615,0
1,3,21,0.143,0
2,7,16,0.438,0
3,0,6,0,1
4,4,27,0.148,0
5,2,18,0.111,0
1,1,12,0.083,1
2,3,13,0.231,0
3,0,13,0,0
4,1,18,0.056,1
5,3,19,0.158,0
1,0,10,0,0
2,2,14,0.143,0
3,3,14,0.214,1
4,5,16,0.312,1
5,4,18,0.222,0
1,2,12,0.167,0
2,4,14,0.286,0
3,0,13,0,1
4,0,19,0,0
5,2,18,0.111,1
1,0,11,0,1
2,7,19,0.368,0
3,2,7,0.286,0
4,10,14,0.714,0
5,3,15,0.2,1
1,1,10,0.1,1
2,0,14,0,0
3,4,18,0.222,0
4,5,15,0.333,0
5,3,14,0.214,0
1,0,16,0,0
2,1,15,0.067,0
3,3,7,0.429,1
4,6,17,0.353,0
5,3,15,0.2,0
1,1,13,0.077,0
2,2,31,0.065,0
3,0,8,0,1
4,18,18,1,0
5,2,21,0.095,1
1,4,31,0.129,1
2,2,12,0.167,0
3,0,5,0,0
4,0,8,0,0
5,4,14,0.286,1
1,1,6,0.167,0
2,0,23,0,0
3,4,25,0.16,1
4,1,14,0.071,1
5,17,17,1,0
1,1,14,0.071,1
2,0,23,0,0
3,4,8,0.5,0
4,2,16,0.125,1
5,3,21,0.143,0
1,0,11,0,0
2,5,15,0.333,0
3,1,12,0.083,1
4,3,30,0.1,1
5,1,13,0.077,0
1,0,11,0,1
2,4,21,0.19,0
3,1,16,0.062,0
4,0,10,0,1
5,9,16,0.562,0
1,0,14,0,1
2,2,14,0.143,0
3,3,17,0.176,0
4,2,18,0.111,0
5,15,17,0.882,0
1,16,16,1,0
2,3,8,0.375,0
3,0,10,0,1
4,2,10,0.2,0
5,5,17,0.294,0
1,3,8,0.375,0
2,0,25,0,1
3,1,26,0.038,0
4,0,15,0,0
5,1,26,0.038,0
1,6,14,0.429,0
2,0,19,0,1
3,1,9,0.111,0
4,13,15,0.867,0
5,2,14,0.143,0
1,1,11,0.091,0
2,0,11,0,0
3,2,4,0.5,1
